external_gene_name	E11	E12	E13	E14	E15	E16	E18	P0	CtrlUnInj
ADAM3	0.025	0.025	0.075	0.12	0.43	0.095	0.185	0.185	0.11
ADAM30	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
ADAM32	0.11499999999999999	0.02	0.265	0.23	0.305	0.275	0.23	0.22	0.6699999999999999
ADAM33	0.18000000000000002	0.52	1.045	0.31000000000000005	0.555	0.54	0.815	0.715	1.74
ADAM34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
ADAM39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM4	0.28500000000000003	0.575	0.395	0.5	0.26	0.24000000000000002	0.2	0.09	0.505
ADAM5	0.045	0.035	0.07	0.12	0.36	0.165	0.215	0.62	0.29
ADAM6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM7	0.1	0.03	0.10500000000000001	0.09	0.13	0.195	0.14500000000000002	0.27	0.01
ADAM8	1.075	2.55	2.7800000000000002	3.45	1.425	2.91	2.295	0.39	1.155
ADAM9	11.205	19.439999999999998	20.83	14.805	14.274999999999999	16.61	18.465	12.004999999999999	25.595
ADAMDEC1	0.015	0.0	0.0	0.035	0.02	0.0	0.015	0.055	0.0
ADAMTS1	8.594999999999999	9.98	10.17	6.765000000000001	5.96	9.365	7.66	3.7399999999999998	3.3449999999999998
ADAMTS10	20.825	37.18	36.584999999999994	26.48	17.545	27.27	22.725	11.555	7.045
ADAMTS12	0.29500000000000004	1.155	1.14	0.305	0.635	0.38	0.745	0.25	0.07
ADAMTS13	0.0	0.075	0.0	0.185	0.28500000000000003	0.25	0.065	0.7350000000000001	1.4749999999999999
ADAMTS14	0.155	0.45499999999999996	0.32999999999999996	0.11	0.125	0.135	0.195	0.16999999999999998	0.055
ADAMTS15	4.395	5.585	5.28	1.4	1.99	2.5	2.635	1.8900000000000001	1.4100000000000001
ADAMTS16	0.075	0.055	0.19	0.16	0.44999999999999996	0.45	0.595	0.685	0.945
ADAMTS17	0.5449999999999999	0.685	1.2149999999999999	1.2850000000000001	1.62	3.005	1.42	2.52	1.0
ADAMTS18	0.435	2.015	2.435	4.745	7.165	9.965	9.68	2.87	0.42
ADAMTS19	1.28	1.7999999999999998	1.435	1.04	0.47	0.39499999999999996	0.435	0.365	0.375
ADAMTS2	0.21000000000000002	1.025	1.585	0.67	1.16	2.2	2.79	3.615	3.05
ADAMTS20	2.8200000000000003	11.48	7.425	3.4050000000000002	1.93	2.465	2.4050000000000002	1.87	3.0949999999999998
ADAMTS3	4.26	4.515	3.535	5.59	12.365	12.91	15.485	5.175000000000001	4.3549999999999995
ADAMTS4	5.48	5.47	7.335	5.91	2.705	6.795	4.890000000000001	3.51	7.155
ADAMTS5	0.24	0.76	1.4849999999999999	1.7349999999999999	1.635	1.98	1.895	1.64	0.79
ADAMTS6	0.895	1.4700000000000002	2.405	1.3599999999999999	1.21	1.35	1.375	0.23	1.315
ADAMTS7	9.215	17.335	17.16	12.08	8.07	11.71	10.165	3.8200000000000003	0.245
ADAMTS8	0.32	0.44	0.475	0.44000000000000006	0.71	1.2850000000000001	1.135	1.4849999999999999	0.8400000000000001
ADAMTS9	1.44	1.95	1.59	0.96	0.8	0.715	0.89	0.445	0.5900000000000001
ADAMTSL1	1.5699999999999998	7.115	7.34	4.23	2.01	3.81	3.835	1.9	1.725
ADAMTSL2	2.485	3.33	4.4399999999999995	5.619999999999999	8.870000000000001	6.795	9.395	11.675	5.6049999999999995
ADAMTSL3	0.0	0.30000000000000004	0.29000000000000004	0.605	0.46499999999999997	0.325	0.48	0.41000000000000003	0.25
ADAMTSL4	0.675	0.89	0.745	0.555	0.365	0.42	0.845	1.22	1.89
ADAMTSL5	0.21999999999999997	0.5	0.29500000000000004	0.16499999999999998	0.42000000000000004	0.38	0.495	0.635	1.39
ADAP1	0.20500000000000002	1.585	2.285	4.505	14.575000000000001	31.409999999999997	18.35	103.13	68.905
ADAP2	0.41000000000000003	0.365	1.295	1.65	1.7	2.505	2.135	2.2750000000000004	1.875
ADAR	9.135	18.935000000000002	21.884999999999998	16.009999999999998	21.810000000000002	22.845	25.990000000000002	15.465	35.965
ADARB1	3.6399999999999997	4.904999999999999	6.88	6.92	7.535	10.105	11.04	10.469999999999999	49.89
ADARB2	0.55	2.165	5.165	5.275	5.29	9.05	7.5	7.1	6.25
ADAT1	10.125	11.855	10.535	9.594999999999999	4.795	7.865	6.025	3.255	3.185
ADAT2	3.015	2.83	3.175	2.52	2.625	1.78	2.16	1.795	3.265
ADCK1	10.705	13.415	15.79	17.67	18.83	25.85	24.924999999999997	31.924999999999997	12.535
ADCK2	11.335	20.82	31.2	31.495	26.445	44.565	35.275	32.66	10.12
ADCK5	22.405	25.52	28.825000000000003	33.879999999999995	33.22	37.254999999999995	36.045	23.48	10.31
ADCY1	0.415	1.175	0.98	1.445	5.42	5.2	7.455	11.11	81.955
ADCY10	0.05	0.075	0.135	0.225	0.075	0.15500000000000003	0.18	0.049999999999999996	0.36
ADCY2	0.08	1.2850000000000001	1.42	1.045	2.66	3.43	2.65	8.745000000000001	35.99
ADCY3	2.365	4.48	6.66	5.83	4.97	10.085	7.975	7.3149999999999995	11.775
ADCY4	2.3600000000000003	4.655	3.525	2.25	1.835	2.5650000000000004	2.39	1.4	0.89
ADCY5	0.36	1.54	2.075	2.26	4.115	4.445	4.74	5.365	30.87
ADCY6	4.105	5.640000000000001	7.3100000000000005	5.765000000000001	3.8049999999999997	6.865	5.76	1.86	7.2
ADCY7	1.3450000000000002	1.845	1.55	0.875	0.86	1.135	1.2650000000000001	2.265	1.86
ADCY8	0.28500000000000003	0.72	0.8150000000000001	0.81	1.665	2.17	2.125	2.7	6.2250000000000005
ADCY9	0.175	0.7150000000000001	1.3199999999999998	0.9949999999999999	1.7999999999999998	2.215	2.12	2.65	10.530000000000001
ADCYAP1	0.595	3.885	5.76	6.1	5.984999999999999	5.3	6.154999999999999	8.5	14.14
ADCYAP1R1	1.985	6.5649999999999995	11.98	16.68	23.415	26.16	27.275	31.275	35.410000000000004
ADD1	97.65	168.95999999999998	165.67000000000002	146.095	146.26999999999998	172.8	178.99	135.385	139.025
ADD2	10.875	31.814999999999998	62.635000000000005	80.285	60.72	110.72	96.32	93.255	30.495
ADD3	27.485	44.1	36.565	23.235	21.634999999999998	20.555	25.365000000000002	30.54	35.975
ADGB	0.08	0.09	0.12	0.09	0.16999999999999998	0.15500000000000003	0.16	0.2	0.41500000000000004
ADGRA1	0.78	4.84	5.460000000000001	10.855	6.41	9.87	8.245000000000001	24.22	15.495
ADGRA2	1.22	2.335	1.99	1.12	0.94	0.94	1.0899999999999999	1.075	2.0949999999999998
ADGRA3	18.485	34.004999999999995	34.375	17.56	16.155	16.765	15.59	7.225	5.005
ADGRB1	2.365	10.614999999999998	7.78	8.59	14.865	14.665000000000001	14.02	14.865	82.89999999999999
ADGRB2	0.615	4.74	5.359999999999999	6.155	8.18	10.86	9.395	14.58	61.095
ADGRB3	1.605	7.49	14.42	22.83	36.745000000000005	36.055	40.95	47.495000000000005	36.215
ADGRD1	0.005	0.02	0.05500000000000001	0.05500000000000001	0.10500000000000001	0.11000000000000001	0.25	0.255	0.835
ADGRE1	0.645	1.7000000000000002	1.8900000000000001	1.4300000000000002	3.4850000000000003	2.705	3.4	3.14	3.02
ADGRE4	0.055	0.07500000000000001	0.03	0.08	0.04	0.095	0.055	0.034999999999999996	0.03
ADGRE5	4.745	9.83	8.295	5.77	9.1	7.265000000000001	9.829999999999998	6.795	3.615
ADGRF1	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.01	0.0
ADGRF2	0.030000000000000002	0.03	0.07	0.08	0.02	0.065	0.09	0.02	0.29000000000000004
ADGRF3	0.045	0.01	0.01	0.0	0.0	0.03	0.0	0.005	0.0
ADGRF4	0.02	0.01	0.01	0.06	0.125	0.06	0.14500000000000002	0.045	1.0350000000000001
ADGRF5	1.925	3.13	3.455	2.315	1.935	2.7	3.105	1.6300000000000001	7.414999999999999
ADGRG1	44.25	110.94	124.985	102.99000000000001	92.345	82.985	88.11500000000001	55.8	13.834999999999999
ADGRG2	0.37	0.74	0.93	0.5900000000000001	0.625	0.765	0.58	1.08	0.81
ADGRG3	2.02	1.685	0.9850000000000001	0.735	0.845	0.565	0.74	0.44500000000000006	0.035
ADGRG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0
ADGRG5	0.28500000000000003	0.135	0.03	0.09	0.035	0.14	0.03	0.07500000000000001	0.035
ADGRG6	0.065	0.615	1.3599999999999999	0.28	0.445	0.37	0.56	0.37	0.815
ADGRG7	0.0	0.015	0.0	0.01	0.0	0.0	0.0	0.0	0.0
ADGRL1	6.42	20.869999999999997	25.58	29.945	40.295	47.28	46.04	40.82	53.525
ADGRL2	31.294999999999998	64.265	60.364999999999995	44.82	48.125	68.03999999999999	71.925	41.07	23.71
ADGRL3	4.31	13.535	24.065	27.744999999999997	24.4	38.655	33.465	24.505	37.575
ADGRL4	2.435	4.49	4.95	5.29	9.08	7.055	10.295	7.07	13.54
ADGRV1	15.695	30.509999999999998	36.095	27.9	12.030000000000001	13.55	12.024999999999999	4.19	1.6800000000000002
ADH1	0.06	0.23	0.31	0.26	0.44	0.475	1.165	2.92	0.23500000000000001
ADH4	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH5	149.26	201.72	198.95499999999998	218.82999999999998	255.055	211.52499999999998	240.315	205.09	46.879999999999995
ADH6-PS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADH6A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0
ADH6B	0.22	0.14500000000000002	0.07	0.1	0.14500000000000002	0.05	0.1	0.04	0.0
ADH7	0.005	0.06	0.085	0.07	0.26	0.195	0.315	0.44499999999999995	0.035
ADHFE1	0.42500000000000004	0.615	0.35	0.8500000000000001	3.705	3.1	4.4399999999999995	15.635	14.94
ADI1	30.635	44.265	35.43	36.105000000000004	37.269999999999996	33.86	37.39	22.35	40.015
ADIG	0.035	0.12	0.06	0.0	0.145	0.06	0.145	0.0	0.0
ADIPOQ	0.01	0.0	0.06	0.02	0.0	0.10500000000000001	0.0	0.015	0.0
ADIPOR1	38.545	61.474999999999994	52.17	48.135000000000005	54.855000000000004	52.195	57.03	55.495000000000005	24.545
ADIPOR2	20.494999999999997	15.805	27.295	33.6	30.005	36.445	36.59	24.855	21.335
ADK	84.92500000000001	100.94	83.375	78.50999999999999	61.370000000000005	53.11	63.77	50.29	48.455
ADM	2.55	4.465	2.495	3.715	1.4300000000000002	3.74	3.4000000000000004	1.455	1.69
ADM2	0.14	0.14	0.025	0.0	0.0	0.0	0.0	0.0	0.0
ADNP	1.65	14.71	5.74	2.615	1.365	7.12	1.79	9.879999999999999	10.129999999999999
ADNP2	13.31	20.060000000000002	18.725	12.95	14.23	13.29	15.05	6.175000000000001	7.035
ADO	36.585	49.099999999999994	49.07	47.165	62.4	58.989999999999995	71.725	49.945	26.335
ADORA1	0.13	0.56	1.3199999999999998	3.24	5.275	12.2	11.99	28.225	52.09
ADORA2A	1.1	2.735	2.725	2.415	8.475	5.904999999999999	8.989999999999998	7.715	13.67
ADORA2B	2.63	2.1849999999999996	2.46	1.82	2.085	1.9249999999999998	2.17	3.135	2.7199999999999998
ADORA3	0.08	0.07	0.075	0.105	0.15000000000000002	0.195	0.14	0.315	0.74
ADPGK	18.5	29.225	21.58	15.454999999999998	17.945	15.76	17.57	12.205	7.65
ADPRH	126.84	164.89	180.32999999999998	185.185	169.52	181.56	179.99	164.555	63.18
ADPRHL1	0.06	0.04	0.16499999999999998	0.46499999999999997	0.05	0.24	0.13	0.05	0.1
ADPRHL2	49.81	54.375	58.16	63.425	49.055	69.16	61.255	68.355	10.29
ADPRM	15.465	24.869999999999997	24.314999999999998	29.814999999999998	31.245	28.565	29.07	21.525	21.42
ADRA1A	0.22	0.44000000000000006	1.0	0.885	0.4	1.035	0.665	1.78	3.175
ADRA1B	0.07500000000000001	0.215	0.42500000000000004	0.275	0.6799999999999999	0.955	1.0350000000000001	4.435	6.445
ADRA1D	0.065	0.0	0.04	0.0	0.055	0.08499999999999999	0.05	0.39999999999999997	7.34
ADRA2A	0.355	1.9100000000000001	1.8599999999999999	0.835	1.4849999999999999	1.01	1.21	1.7600000000000002	2.675
ADRA2B	1.48	3.0	1.405	0.25	0.33499999999999996	0.7749999999999999	0.475	0.5	0.27999999999999997
ADRA2C	0.0	0.02	0.06	0.18	0.84	0.88	0.71	1.5	4.199999999999999
ADRB1	0.075	0.165	0.51	0.43000000000000005	1.095	1.415	1.2349999999999999	2.845	7.305
ADRB2	0.61	1.395	1.41	1.02	1.28	1.245	1.8900000000000001	1.12	1.175
ADRB3	0.21000000000000002	0.185	0.03	0.045	0.03	0.035	0.03	0.31	0.39499999999999996
ADRM1	149.94	161.76999999999998	180.93	178.99	124.99000000000001	168.43	143.55	186.965	36.214999999999996
ADSL	101.75999999999999	117.1	103.83	85.06	57.03	64.835	64.81	45.980000000000004	15.614999999999998
ADSS	28.564999999999998	45.05	39.815	37.235	44.725	43.465	47.115	49.709999999999994	79.505
ADSSL1	3.08	1.575	1.97	1.42	1.705	1.755	1.76	3.415	10.190000000000001
ADTRP	0.115	0.0	0.18	0.0	0.0	0.025	0.0	0.07	0.185
AEBP1	4.574999999999999	18.1	14.575	4.835	8.475	8.51	13.469999999999999	15.280000000000001	3.645
AEBP2	6.605	13.66	13.77	8.8	8.38	7.75	7.815	3.555	49.769999999999996
AEN	43.075	47.175	46.5	48.485	35.69	46.480000000000004	43.605000000000004	48.94	11.99
AFAP1	6.4	19.785	28.235	28.22	27.155	35.82	35.96	34.28	3.045
AFAP1L1	7.495	9.735	7.985	7.055	9.25	8.190000000000001	9.685	11.315	7.915
AFAP1L2	0.74	1.7349999999999999	2.425	2.275	5.43	5.245	7.585	7.875	3.84
AFDN	44.565	109.55000000000001	142.175	122.97500000000001	98.88	152.55	114.67500000000001	94.2	36.625
AFF1	2.52	5.825	3.1950000000000003	1.5350000000000001	1.72	1.455	1.77	0.7949999999999999	3.04
AFF2	2.965	12.195	13.925	10.53	10.035	14.015	12.455	8.145	4.43
AFF3	1.825	13.975	12.625	8.075	12.705	23.52	13.96	11.215	11.035
AFF4	17.15	36.425	57.65	52.42	58.235	51.91	58.95	68.4	68.05
AFG1L	1.955	3.07	3.49	3.54	4.935	5.275	5.88	5.295	9.155000000000001
AFG3L1	37.215	37.08	57.165000000000006	47.805	21.92	49.455	32.94	29.965000000000003	6.095
AFG3L2	20.9	31.575000000000003	31.665	23.57	26.835	30.67	31.53	31.57	24.08
AFM	0.0	0.0	0.0	0.01	0.0	0.01	0.0	0.0	0.0
AFMID	2.38	5.035	4.705	6.165	4.225	4.824999999999999	4.859999999999999	6.885	0.835
AFP	0.035	0.045	0.09999999999999999	3.75	0.065	1.79	0.165	0.075	0.045
AFTPH	11.57	24.485	28.305	29.134999999999998	30.85	33.795	35.28	17.71	49.91
AGA	7.75	11.55	11.705	9.760000000000002	9.92	8.58	9.370000000000001	12.23	7.109999999999999
AGAP1	5.795	15.325	18.479999999999997	13.17	12.97	17.16	15.795	13.9	11.085
AGAP2	0.04	0.435	0.655	1.065	3.6100000000000003	2.255	2.915	3.08	113.225
AGAP3	6.45	21.165	17.89	14.7	17.535	33.74	19.03	41.45	32.525
AGBL1	0.0	0.025	0.15500000000000003	0.19	0.24	0.28	0.415	0.10500000000000001	0.15
AGBL2	0.345	0.725	0.6200000000000001	0.52	0.865	0.55	0.66	0.565	0.74
AGBL3	1.4849999999999999	3.91	4.76	5.904999999999999	7.585000000000001	8.19	7.300000000000001	15.739999999999998	15.385
AGBL4	0.295	0.8049999999999999	1.33	1.9849999999999999	1.9	1.48	1.815	2.16	6.575
AGBL5	10.754999999999999	27.435000000000002	23.494999999999997	19.369999999999997	17.205000000000002	19.29	19.28	15.075	4.135
AGER	1.26	2.525	2.2800000000000002	2.0	1.085	1.48	1.28	0.9	0.2
AGFG1	17.065	38.03	33.325	24.799999999999997	34.275000000000006	29.24	34.495000000000005	17.55	40.695
AGFG2	14.89	19.06	24.18	19.05	9.365	17.67	13.105	11.665	13.745
AGGF1	21.895	42.065	44.0	34.805	33.019999999999996	38.16	37.245000000000005	27.12	20.935
AGK	22.96	33.769999999999996	29.45	28.744999999999997	45.510000000000005	40.35	48.53	47.14	19.42
AGL	5.805	14.02	14.315	11.73	10.129999999999999	11.83	11.754999999999999	6.5249999999999995	12.61
AGMAT	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.015	0.8250000000000001
AGMO	0.10500000000000001	0.215	0.18	0.21	0.44999999999999996	0.23	0.46499999999999997	1.1600000000000001	6.765000000000001
AGO1	5.575	19.855	17.98	16.83	17.325	13.455	14.445	3.91	14.655000000000001
AGO2	14.07	23.8	18.740000000000002	11.635	9.045	11.045	10.795	5.7	10.17
AGO3	7.51	14.84	14.725000000000001	14.315000000000001	8.735	14.829999999999998	12.335	9.63	10.2
AGO4	0.535	2.77	5.125	5.055	5.095	7.765	6.665	2.315	3.785
AGPAT1	33.66	77.19	59.769999999999996	63.405	82.47	74.83	85.09	82.08500000000001	43.754999999999995
AGPAT2	5.52	5.93	5.005	2.525	3.385	3.0300000000000002	3.4	4.685	0.57
AGPAT3	19.14	41.06	42.74	36.504999999999995	42.3	54.875	52.405	69.585	59.305
AGPAT4	23.615000000000002	26.475	33.65	38.955	17.11	44.955	31.67	32.825	23.18
AGPAT5	19.235	35.295	37.305	34.66	45.239999999999995	41.75	46.375	38.245000000000005	30.439999999999998
AGPS	22.665	35.94	35.96	20.93	16.060000000000002	20.575	19.8	8.055	20.19
AGR2	0.0	0.145	0.28500000000000003	0.605	0.07	0.035	0.08499999999999999	0.16999999999999998	0.0
AGR3	0.035	0.125	0.345	0.03	0.0	0.0	0.045	0.025	0.0
AGRN	32.68	81.10499999999999	120.2	82.57	67.59	87.35	85.495	46.54	38.605000000000004
AGRP	0.33	0.835	0.73	0.63	1.04	0.48	0.585	0.645	0.0
AGT	0.0	0.025	0.0	0.09	0.04	0.175	0.175	20.740000000000002	16.53
AGTPBP1	6.98	16.575	20.16	26.240000000000002	47.3	41.165	51.735	50.209999999999994	127.035
AGTR1A	0.78	0.94	0.88	0.335	1.025	0.53	0.9	0.69	0.29
AGTR1B	0.0	0.06	0.0	0.035	0.11	0.05500000000000001	0.21000000000000002	0.155	0.185
AGTR2	0.055	0.31	0.785	0.44999999999999996	1.7550000000000001	0.855	2.285	0.9	0.785
AGTRAP	10.265	11.535	6.970000000000001	6.050000000000001	4.38	4.074999999999999	4.365	5.335	2.5949999999999998
AGXT	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.0
AGXT2	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.08
AHCTF1	18.4	33.53	26.615000000000002	19.975	15.92	17.365000000000002	17.189999999999998	5.619999999999999	21.185000000000002
AHCY	62.185	74.97	51.595	46.66	48.26	38.525000000000006	43.15	36.265	14.295
AHCYL1	50.269999999999996	98.64	105.16	85.15	88.65	92.465	94.55	77.66	220.88
AHCYL2	4.880000000000001	9.415	8.625	5.550000000000001	7.04	7.09	7.6899999999999995	8.565000000000001	54.25
AHDC1	3.6	5.15	6.34	6.4	8.74	12.84	10.965	6.8	8.655000000000001
AHI1	8.395	18.29	25.13	29.72	48.519999999999996	43.849999999999994	49.730000000000004	61.099999999999994	84.4
AHNAK	3.375	5.17	5.645	2.05	2.505	2.2350000000000003	2.88	2.64	2.7399999999999998
AHNAK2	0.045	0.095	0.1	0.25	0.345	0.835	0.735	0.915	0.55
AHR	0.85	1.51	1.425	0.525	1.125	1.355	1.3900000000000001	1.455	3.59
AHRR	0.83	1.15	1.415	0.6699999999999999	0.735	0.875	0.97	0.61	0.275
AHSA1	149.54000000000002	167.93	163.61	178.985	159.175	177.64	176.33499999999998	150.135	99.01
AHSA2	67.25	131.21	138.435	124.945	116.145	121.60499999999999	128.12	46.945	28.560000000000002
AHSG	0.02	0.035	0.035	0.655	0.04	0.505	0.04	0.03	0.395
AICDA	0.03	0.05	0.04	0.135	0.4	0.32999999999999996	0.31	0.69	0.0
AIDA	25.28	26.85	53.114999999999995	39.715	31.695	44.815	37.085	35.15	58.235
AIF1	1.9649999999999999	2.565	3.875	4.869999999999999	6.09	5.65	6.41	7.855	10.15
AIF1L	45.605000000000004	61.295	64.785	57.894999999999996	48.745000000000005	39.94499999999999	39.99	17.555	5.73
AIFM1	47.315	65.91499999999999	58.175	49.495000000000005	41.17	43.785	44.125	24.07	13.065000000000001
AIFM2	4.91	4.765000000000001	4.885	4.175	4.025	4.92	4.5649999999999995	8.5	3.055
AIFM3	1.12	2.825	6.285	8.045	6.615	7.745	7.705	8.73	37.870000000000005
AIG1	11.795	21.095	24.645	30.98	51.825	53.845	58.04	75.34	47.400000000000006
AIM2	3.035	4.04	5.970000000000001	6.225	2.68	3.24	3.0	1.235	3.135
AIMP1	42.41	62.349999999999994	55.055	55.905	64.17999999999999	49.93	55.86	59.09	47.425
AIMP2	76.88499999999999	86.87	71.755	78.29499999999999	82.31	74.46000000000001	81.795	74.88999999999999	22.78
AIP	30.255000000000003	44.17	47.57	62.239999999999995	74.84	75.08	78.0	72.5	64.05499999999999
AIPL1	0.345	0.245	0.355	0.225	0.07500000000000001	0.27	0.15000000000000002	0.23500000000000001	0.045
AIRE	0.16499999999999998	0.095	0.13	0.11	0.09	0.12	0.07	0.185	0.12
AIRN	2.17	3.3150000000000004	2.745	1.575	1.685	1.9849999999999999	2.065	4.155	1.98
AJAP1	0.615	1.1949999999999998	2.585	3.895	3.54	3.7249999999999996	3.27	16.665	13.545
AJUBA	42.925	40.555	32.725	14.135	2.74	9.26	4.585	3.425	0.475
AK1	10.325	15.68	24.425	40.525000000000006	53.09	63.55	63.525000000000006	102.32499999999999	45.209999999999994
AK2	130.89999999999998	137.285	138.19	133.39499999999998	76.53	91.94	78.78	51.870000000000005	14.065000000000001
AK3	48.835	75.96000000000001	66.18	57.94	82.13	73.555	84.34	61.215	53.045
AK4	25.235	9.725	15.715	8.215	3.08	8.05	5.234999999999999	4.34	22.79
AK5	0.245	0.765	0.95	2.1399999999999997	5.74	6.045	6.91	20.305	47.49
AK6	210.465	277.595	259.675	311.43499999999995	335.655	291.45	318.555	387.61	127.28
AK7	0.07	0.11	0.26	1.1	0.485	0.955	0.74	1.15	1.345
AK8	0.37	0.275	0.445	0.785	1.78	1.08	1.495	3.665	1.6199999999999999
AKAIN1	0.0	0.06	0.07	0.115	0.24	0.19	0.19	0.54	6.415
AKAP1	9.745000000000001	12.565000000000001	18.275	20.03	19.62	26.75	27.725	22.58	10.75
AKAP10	8.280000000000001	14.260000000000002	15.73	11.57	8.370000000000001	12.995000000000001	10.15	4.24	13.92
AKAP11	7.8149999999999995	12.17	23.035	21.295	22.450000000000003	26.52	28.450000000000003	19.215	59.459999999999994
AKAP12	15.4	32.23	34.785	12.835	16.08	17.155	20.59	21.355	5.59
AKAP13	11.495000000000001	19.53	18.64	11.515	9.445	10.09	9.370000000000001	5.895	7.83
AKAP14	0.07500000000000001	0.08	0.16	0.165	0.175	0.16999999999999998	0.185	0.325	0.32
AKAP17B	1.5499999999999998	2.95	3.455	3.09	3.245	3.1799999999999997	3.335	2.6100000000000003	7.904999999999999
AKAP3	0.035	0.065	0.035	0.02	0.065	0.105	0.05	0.08	0.14500000000000002
AKAP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12
AKAP5	1.54	3.47	5.14	4.065	3.0949999999999998	6.12	5.36	6.9350000000000005	25.42
AKAP6	1.06	8.504999999999999	14.344999999999999	11.295	13.965	12.84	14.89	8.535	34.980000000000004
AKAP7	7.07	12.845	12.93	11.245000000000001	19.555	20.685	26.615000000000002	52.985	38.94
AKAP8	58.305	44.295	87.27	68.88499999999999	26.02	64.37	48.795	40.055	31.25
AKAP8L	23.825	37.93	52.105000000000004	54.14	38.89	63.705	54.91499999999999	53.394999999999996	40.56
AKAP9	66.195	141.13	239.535	292.79	188.23000000000002	339.46500000000003	271.695	180.42000000000002	17.53
AKIP1	15.455	15.025	13.59	14.594999999999999	14.145	15.305	11.95	13.545	2.935
AKIRIN1	33.84	69.475	74.505	63.71000000000001	71.55	64.36	68.855	57.195	47.085
AKIRIN2	27.07	72.46	94.435	61.05	52.09	86.93	68.275	74.24000000000001	87.35
AKNA	6.335	15.785	22.265	18.625	5.984999999999999	11.745000000000001	8.115	2.135	0.6900000000000001
AKNAD1	0.005	0.01	0.015	0.0	0.0	0.0	0.03	0.015	0.015
AKP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1A1	294.55499999999995	420.005	427.03	561.515	785.79	643.005	724.735	833.1	290.83500000000004
AKR1B10	6.225	8.82	8.055	6.305	5.775	4.765000000000001	6.025	7.615	15.445
AKR1B3	141.61	146.525	110.95500000000001	98.5	105.315	77.935	84.28	90.33500000000001	39.47
AKR1B7	0.03	0.0	0.0	0.0	0.0	0.06	0.055	0.1	0.03
AKR1B8	7.35	15.375	13.245000000000001	7.58	3.745	2.175	2.33	1.79	0.5349999999999999
AKR1C12	0.07	0.105	0.13	0.02	0.16999999999999998	0.195	0.15	0.31	0.0
AKR1C13	0.195	0.43	1.01	1.8399999999999999	1.975	1.655	2.075	1.715	0.89
AKR1C14	0.16499999999999998	0.12	0.255	0.315	0.7	0.37	0.8200000000000001	0.8049999999999999	3.055
AKR1C18	0.015	0.0	0.0	0.11	0.11000000000000001	0.07	0.195	1.525	3.46
AKR1C19	0.11000000000000001	0.255	0.45	2.45	5.25	5.175000000000001	6.345000000000001	10.89	0.09
AKR1C20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1C21	0.0	0.045	0.0	0.02	0.04	0.02	0.0	0.0	0.0
AKR1C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1CL	0.16	0.095	0.05	0.07	0.02	0.03	0.0	0.03	0.0
AKR1D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02
AKR1E1	31.38	44.97	46.46	44.125	47.86	39.58	45.32	26.740000000000002	30.915
AKR7A5	64.485	79.32	61.44500000000001	57.335	48.91	48.675	49.325	50.44	10.45
AKT1	22.05	88.24000000000001	48.95	40.224999999999994	53.55	93.745	50.46	99.13499999999999	45.19
AKT1S1	45.41	64.76	79.85	78.5	61.34	97.775	78.79	92.275	20.105
AKT2	41.349999999999994	58.480000000000004	68.43	65.51	70.1	79.24	78.65	45.685	38.535
AKT3	5.68	16.155	20.485	20.020000000000003	30.29	29.69	33.585	15.58	91.155
AKTIP	43.345	83.79	85.95	104.82	133.16500000000002	118.455	137.015	112.655	99.03999999999999
ALAD	68.58	74.395	58.474999999999994	56.28	65.215	52.82	60.489999999999995	63.55	11.94
ALAS1	26.145	43.745	44.235	46.385	50.685	51.175	55.415	37.855000000000004	29.0
ALAS2	37.84	47.86	27.085	22.38	28.259999999999998	30.1	40.305	7.15	1.71
ALB	0.015	0.0	0.0	2.225	0.025	1.3	0.05	0.02	2.665
ALCAM	3.26	47.445	19.935000000000002	13.030000000000001	40.894999999999996	17.985	34.975	22.455	82.275
ALDH16A1	27.674999999999997	33.629999999999995	32.955	28.72	20.465000000000003	21.42	18.11	11.075	2.015
ALDH18A1	62.599999999999994	87.95	85.1	70.395	51.85	65.555	64.395	29.985	7.095000000000001
ALDH1A1	2.71	0.195	0.4	0.16999999999999998	0.39	0.46	1.85	2.13	79.505
